BillDetailID,OrderDate,CustomerID,ProductID,OrderQty,UnitPrice,LineProfit
1314,2017-06-19 00:00:00,745,32,5,9553,4950
1315,2018-12-16 00:00:00,979,21,4,1196,2064
1316,2018-12-29 00:00:00,521,29,7,2312,4305
1317,2019-04-10 00:00:00,527,39,8,10137,3264
1318,2019-01-04 00:00:00,930,3,9,2138,3429
1319,2020-05-23 00:00:00,290,30,1,9196,418
1320,2019-05-11 00:00:00,54,25,5,4460,3885
1321,2019-07-31 00:00:00,761,3,5,2138,1905
1322,2017-03-03 00:00:00,517,6,5,5868,2865
1323,2018-03-11 00:00:00,639,6,1,5868,573
1324,2020-06-24 00:00:00,395,27,2,8329,170
1325,2017-07-17 00:00:00,898,43,9,9442,8271
1326,2017-11-18 00:00:00,698,12,9,1055,900
1327,2018-07-31 00:00:00,487,12,5,1055,500
1328,2018-07-12 00:00:00,361,37,3,8918,1074
1329,2020-07-24 00:00:00,72,48,10,4856,2420
1330,2020-08-07 00:00:00,800,20,1,4184,465
1331,2019-07-30 00:00:00,758,2,7,1565,3150
1332,2020-03-26 00:00:00,963,10,5,2863,2440
1333,2020-02-19 00:00:00,850,9,2,8971,716
1334,2017-08-21 00:00:00,166,48,4,4856,968
1335,2018-07-20 00:00:00,74,27,9,8329,765
1336,2018-10-27 00:00:00,260,50,9,9056,8244
1337,2019-01-08 00:00:00,212,26,4,4966,2976
1338,2019-03-10 00:00:00,923,50,2,9056,1832
1339,2016-10-24 00:00:00,1,25,2,4460,1554
1340,2017-08-25 00:00:00,940,50,6,9056,5496
1341,2020-01-12 00:00:00,702,31,7,4203,6517
1342,2016-12-03 00:00:00,286,11,9,4470,1458
1343,2018-08-04 00:00:00,855,43,10,9442,9190
1344,2017-12-06 00:00:00,501,9,3,8971,1074
1345,2018-01-02 00:00:00,953,20,3,4184,1395
1346,2019-01-01 00:00:00,940,16,10,9551,9890
1347,2018-12-21 00:00:00,348,5,9,5857,2016
1348,2019-08-24 00:00:00,164,6,1,5868,573
1349,2020-01-02 00:00:00,115,14,10,8220,240
1350,2017-10-19 00:00:00,549,6,10,5868,5730
1351,2018-12-08 00:00:00,101,26,8,4966,5952
1352,2017-01-02 00:00:00,294,25,7,4460,5439
1353,2020-04-03 00:00:00,11,21,2,1196,1032
1354,2018-05-05 00:00:00,106,21,10,1196,5160
1355,2017-08-21 00:00:00,182,26,8,4966,5952
1356,2018-04-09 00:00:00,264,18,5,5999,50
1357,2016-11-24 00:00:00,283,26,9,4966,6696
1358,2017-07-31 00:00:00,522,1,5,4041,4015
1359,2018-01-27 00:00:00,808,9,5,8971,1790
1360,2018-08-06 00:00:00,799,50,6,9056,5496
1361,2019-06-30 00:00:00,858,34,10,2235,8820
1362,2018-07-10 00:00:00,67,8,10,4074,9710
1363,2018-09-27 00:00:00,897,5,8,5857,1792
1364,2017-04-14 00:00:00,634,6,1,5868,573
1365,2019-10-09 00:00:00,891,18,3,5999,30
1366,2019-07-04 00:00:00,603,30,7,9196,2926
1367,2017-09-25 00:00:00,196,20,10,4184,4650
1368,2019-04-29 00:00:00,883,44,3,3899,132
1369,2018-07-02 00:00:00,710,3,3,2138,1143
1370,2019-02-16 00:00:00,209,39,10,10137,4080
1371,2018-06-12 00:00:00,99,38,3,9265,849
1372,2020-01-14 00:00:00,427,40,1,7245,915
1373,2017-02-09 00:00:00,774,7,6,4009,4872
1374,2020-04-06 00:00:00,810,7,1,4009,812
1375,2017-07-15 00:00:00,32,37,8,8918,2864
1376,2019-10-20 00:00:00,332,27,2,8329,170
1377,2018-02-19 00:00:00,595,23,2,6407,1716
1378,2020-07-16 00:00:00,390,50,4,9056,3664
1379,2017-07-02 00:00:00,749,15,2,1118,1432
1380,2018-07-24 00:00:00,489,3,7,2138,2667
1381,2019-04-13 00:00:00,163,19,3,9122,1824
1382,2018-10-20 00:00:00,472,27,5,8329,425
1383,2020-01-18 00:00:00,850,8,4,4074,3884
1384,2017-09-12 00:00:00,131,48,9,4856,2178
1385,2018-11-28 00:00:00,868,41,1,2665,222
1386,2020-08-14 00:00:00,727,37,3,8918,1074
1387,2018-06-02 00:00:00,33,14,5,8220,120
1388,2018-02-07 00:00:00,841,50,7,9056,6412
1389,2018-11-18 00:00:00,262,48,10,4856,2420
1390,2018-03-24 00:00:00,290,30,10,9196,4180
1391,2017-11-26 00:00:00,371,4,2,2778,1624
1392,2018-01-14 00:00:00,105,8,4,4074,3884
1393,2016-11-15 00:00:00,648,30,8,9196,3344
1394,2017-06-19 00:00:00,802,42,1,6201,440
1395,2017-04-08 00:00:00,442,34,10,2235,8820
1396,2019-08-12 00:00:00,253,7,9,4009,7308
1397,2019-10-20 00:00:00,489,17,7,6338,2919
1398,2018-04-11 00:00:00,81,48,5,4856,1210
1399,2018-05-03 00:00:00,377,11,4,4470,648
1400,2019-08-14 00:00:00,355,30,2,9196,836
1401,2016-09-22 00:00:00,212,47,8,8102,1736
1402,2020-08-14 00:00:00,251,28,5,919,3010
1403,2020-08-05 00:00:00,518,43,7,9442,6433
1404,2019-11-05 00:00:00,818,5,6,5857,1344
1405,2019-01-12 00:00:00,334,39,7,10137,2856
1406,2020-07-30 00:00:00,934,28,5,919,3010
1407,2018-12-29 00:00:00,30,4,10,2778,8120
1408,2019-04-26 00:00:00,455,21,5,1196,2580
1409,2017-05-01 00:00:00,125,50,8,9056,7328
1410,2019-11-19 00:00:00,951,29,5,2312,3075
1411,2018-03-27 00:00:00,738,32,3,9553,2970
1412,2019-05-22 00:00:00,592,7,5,4009,4060
1413,2018-06-26 00:00:00,918,43,7,9442,6433
1414,2017-12-18 00:00:00,578,45,3,3550,327
1415,2019-04-22 00:00:00,424,17,1,6338,417
1416,2019-06-11 00:00:00,878,36,3,4019,888
1417,2017-05-14 00:00:00,987,14,5,8220,120
1418,2018-09-04 00:00:00,609,31,8,4203,7448
1419,2018-10-16 00:00:00,806,45,6,3550,654
1420,2018-08-20 00:00:00,221,15,7,1118,5012
1421,2018-07-14 00:00:00,400,40,1,7245,915
1422,2018-10-06 00:00:00,901,50,4,9056,3664
1423,2019-10-25 00:00:00,616,13,3,10237,1884
1424,2020-09-01 00:00:00,886,22,2,655,408
1425,2019-01-24 00:00:00,576,36,7,4019,2072
1426,2020-04-10 00:00:00,695,13,2,10237,1256
1427,2020-06-13 00:00:00,358,33,2,8656,14
1428,2017-09-26 00:00:00,613,15,7,1118,5012
1429,2018-11-01 00:00:00,735,11,1,4470,162
1430,2020-07-26 00:00:00,205,22,5,655,1020
1431,2019-01-20 00:00:00,581,28,10,919,6020
1432,2017-10-29 00:00:00,815,7,3,4009,2436
1433,2019-10-22 00:00:00,999,47,8,8102,1736
1434,2019-07-03 00:00:00,808,21,2,1196,1032
1435,2018-09-20 00:00:00,476,3,7,2138,2667
1436,2017-05-25 00:00:00,348,28,8,919,4816
1437,2019-03-13 00:00:00,375,36,2,4019,592
1438,2019-12-13 00:00:00,436,25,2,4460,1554
1439,2018-05-14 00:00:00,136,12,4,1055,400
1440,2019-09-14 00:00:00,226,25,2,4460,1554
1441,2020-03-01 00:00:00,342,49,3,348,729
1442,2020-04-26 00:00:00,729,15,5,1118,3580
1443,2018-10-19 00:00:00,215,8,5,4074,4855
1444,2017-10-12 00:00:00,223,17,7,6338,2919
1445,2018-05-11 00:00:00,341,30,3,9196,1254
1446,2016-11-15 00:00:00,706,22,7,655,1428
1447,2020-01-23 00:00:00,815,31,6,4203,5586
1448,2019-05-07 00:00:00,493,9,10,8971,3580
1449,2019-07-12 00:00:00,176,19,3,9122,1824
1450,2020-06-04 00:00:00,619,14,1,8220,24
1451,2020-04-23 00:00:00,273,10,1,2863,488
1452,2020-05-04 00:00:00,395,50,10,9056,9160
1453,2017-05-24 00:00:00,87,48,9,4856,2178
1454,2017-12-23 00:00:00,301,39,1,10137,408
1455,2017-03-05 00:00:00,496,46,10,2723,370
1456,2018-09-24 00:00:00,509,44,8,3899,352
1457,2019-06-28 00:00:00,174,26,6,4966,4464
1458,2017-06-03 00:00:00,287,27,5,8329,425
1459,2018-02-07 00:00:00,72,1,10,4041,8030
1460,2020-04-26 00:00:00,202,26,4,4966,2976
1461,2019-12-20 00:00:00,368,4,5,2778,4060
1462,2019-04-30 00:00:00,396,36,8,4019,2368
1463,2019-10-11 00:00:00,582,21,10,1196,5160
1464,2017-04-01 00:00:00,970,10,5,2863,2440
1465,2018-06-02 00:00:00,397,26,9,4966,6696
1466,2020-08-08 00:00:00,838,42,2,6201,880
1467,2018-07-07 00:00:00,183,4,5,2778,4060
1468,2016-10-09 00:00:00,810,43,1,9442,919
1469,2017-01-29 00:00:00,68,24,8,10030,5088
1470,2019-10-13 00:00:00,201,13,9,10237,5652
1471,2019-10-22 00:00:00,740,13,9,10237,5652
1472,2017-05-05 00:00:00,252,36,3,4019,888
1473,2017-10-31 00:00:00,145,29,3,2312,1845
1474,2017-08-13 00:00:00,573,37,2,8918,716
1475,2018-01-25 00:00:00,169,43,3,9442,2757
1476,2020-08-20 00:00:00,556,8,1,4074,971
1477,2020-04-04 00:00:00,359,40,7,7245,6405
1478,2019-10-04 00:00:00,141,39,4,10137,1632
1479,2016-10-19 00:00:00,859,25,2,4460,1554
1480,2017-09-25 00:00:00,937,29,8,2312,4920
1481,2018-03-15 00:00:00,571,1,1,4041,803
1482,2019-10-04 00:00:00,873,44,7,3899,308
1483,2018-03-20 00:00:00,247,43,3,9442,2757
1484,2019-08-08 00:00:00,2,26,9,4966,6696
1485,2017-04-28 00:00:00,257,16,2,9551,1978
1486,2019-04-25 00:00:00,714,40,9,7245,8235
1487,2018-03-20 00:00:00,538,48,9,4856,2178
1488,2020-05-17 00:00:00,660,36,10,4019,2960
1489,2019-12-30 00:00:00,775,12,2,1055,200
1490,2017-09-15 00:00:00,94,39,1,10137,408
1491,2020-03-28 00:00:00,967,34,8,2235,7056
1492,2017-12-11 00:00:00,123,23,6,6407,5148
1493,2017-05-05 00:00:00,491,34,8,2235,7056
1494,2017-07-23 00:00:00,114,24,2,10030,1272
1495,2019-09-23 00:00:00,783,8,10,4074,9710
1496,2018-11-12 00:00:00,235,26,5,4966,3720
1497,2020-02-07 00:00:00,649,5,2,5857,448
1498,2018-04-26 00:00:00,365,11,10,4470,1620
1499,2018-12-17 00:00:00,778,33,7,8656,49
1500,2019-09-19 00:00:00,397,43,6,9442,5514
1501,2020-06-24 00:00:00,559,42,5,6201,2200
1502,2018-08-16 00:00:00,633,1,5,4041,4015
1503,2018-01-17 00:00:00,546,17,10,6338,4170
1504,2018-07-21 00:00:00,272,49,10,348,2430
1505,2019-08-24 00:00:00,51,14,4,8220,96
1506,2016-09-25 00:00:00,58,36,6,4019,1776
1507,2019-05-04 00:00:00,329,25,10,4460,7770
1508,2017-08-26 00:00:00,928,35,5,8211,3920
1509,2020-01-09 00:00:00,904,6,6,5868,3438
1510,2019-03-24 00:00:00,170,47,8,8102,1736
1511,2019-12-06 00:00:00,955,6,8,5868,4584
1512,2017-01-08 00:00:00,683,6,5,5868,2865
1513,2019-08-31 00:00:00,999,32,2,9553,1980
1514,2017-09-30 00:00:00,260,43,2,9442,1838
1515,2020-08-20 00:00:00,868,15,4,1118,2864
1516,2020-02-02 00:00:00,21,48,9,4856,2178
1517,2020-01-18 00:00:00,784,32,9,9553,8910
1518,2017-06-11 00:00:00,464,32,4,9553,3960
1519,2016-11-05 00:00:00,797,11,3,4470,486
1520,2018-02-01 00:00:00,29,49,3,348,729
1521,2019-12-02 00:00:00,70,6,6,5868,3438
1522,2020-08-13 00:00:00,707,25,4,4460,3108
1523,2017-02-13 00:00:00,747,36,10,4019,2960
1524,2018-01-31 00:00:00,891,23,9,6407,7722
1525,2019-09-09 00:00:00,325,32,2,9553,1980
1526,2017-01-31 00:00:00,732,30,5,9196,2090
1527,2020-03-27 00:00:00,222,32,4,9553,3960
1528,2018-06-22 00:00:00,592,41,1,2665,222
1529,2016-10-11 00:00:00,950,50,2,9056,1832
1530,2017-06-25 00:00:00,798,15,3,1118,2148
1531,2020-03-19 00:00:00,711,32,10,9553,9900
1532,2016-10-15 00:00:00,185,34,2,2235,1764
1533,2017-04-07 00:00:00,961,44,10,3899,440
1534,2017-08-19 00:00:00,794,37,3,8918,1074
1535,2018-06-25 00:00:00,560,42,3,6201,1320
1536,2017-04-19 00:00:00,943,25,2,4460,1554
1537,2020-03-31 00:00:00,324,42,1,6201,440
1538,2019-12-03 00:00:00,224,49,7,348,1701
1539,2016-09-27 00:00:00,891,39,7,10137,2856
1540,2018-04-28 00:00:00,268,32,10,9553,9900
1541,2019-07-27 00:00:00,161,16,8,9551,7912
1542,2019-02-13 00:00:00,533,45,8,3550,872
1543,2019-07-29 00:00:00,501,21,2,1196,1032
1544,2018-06-25 00:00:00,932,26,7,4966,5208
1545,2018-12-09 00:00:00,260,7,6,4009,4872
1546,2017-10-06 00:00:00,499,2,9,1565,4050
1547,2018-05-05 00:00:00,128,19,5,9122,3040
1548,2018-01-19 00:00:00,707,23,6,6407,5148
1549,2017-04-12 00:00:00,371,47,8,8102,1736
1550,2017-11-04 00:00:00,501,29,8,2312,4920
1551,2018-08-07 00:00:00,42,35,7,8211,5488
1552,2017-11-09 00:00:00,969,47,3,8102,651
1553,2019-11-19 00:00:00,920,31,7,4203,6517
1554,2019-03-30 00:00:00,226,31,1,4203,931
1555,2019-07-13 00:00:00,331,6,8,5868,4584
1556,2018-11-11 00:00:00,353,31,8,4203,7448
1557,2019-04-15 00:00:00,223,30,8,9196,3344
1558,2019-04-29 00:00:00,371,43,7,9442,6433
1559,2018-05-07 00:00:00,317,35,4,8211,3136
1560,2018-01-28 00:00:00,791,36,8,4019,2368
1561,2016-12-18 00:00:00,730,23,5,6407,4290
1562,2016-12-06 00:00:00,4,36,9,4019,2664
1563,2019-11-29 00:00:00,652,44,8,3899,352
1564,2017-04-29 00:00:00,629,13,3,10237,1884
1565,2016-12-27 00:00:00,555,35,8,8211,6272
1566,2017-10-25 00:00:00,984,37,6,8918,2148
1567,2018-11-13 00:00:00,553,18,3,5999,30
1568,2018-08-12 00:00:00,271,30,3,9196,1254
1569,2017-03-25 00:00:00,251,9,1,8971,358
1570,2016-11-08 00:00:00,99,46,7,2723,259
1571,2020-04-16 00:00:00,268,11,6,4470,972
1572,2019-09-10 00:00:00,884,11,1,4470,162
1573,2018-01-07 00:00:00,986,16,9,9551,8901
1574,2019-11-20 00:00:00,215,35,7,8211,5488
1575,2017-07-22 00:00:00,532,38,4,9265,1132
1576,2017-03-02 00:00:00,378,18,9,5999,90
1577,2017-09-11 00:00:00,901,24,1,10030,636
1578,2019-07-24 00:00:00,733,6,10,5868,5730
1579,2016-09-30 00:00:00,280,44,10,3899,440
1580,2017-09-16 00:00:00,656,30,2,9196,836
1581,2020-03-04 00:00:00,864,36,9,4019,2664
1582,2017-09-29 00:00:00,935,18,5,5999,50
1583,2017-04-05 00:00:00,226,46,1,2723,37
1584,2016-09-13 00:00:00,69,9,8,8971,2864
1585,2017-02-14 00:00:00,452,10,7,2863,3416
1586,2019-03-27 00:00:00,710,39,9,10137,3672
1587,2019-11-02 00:00:00,955,49,9,348,2187
1588,2020-08-10 00:00:00,839,46,4,2723,148
1589,2018-02-26 00:00:00,157,12,4,1055,400
1590,2016-09-27 00:00:00,321,20,4,4184,1860
1591,2017-12-17 00:00:00,178,27,10,8329,850
1592,2018-11-29 00:00:00,494,46,2,2723,74
1593,2020-05-02 00:00:00,419,21,1,1196,516
1594,2019-09-27 00:00:00,594,28,4,919,2408
1595,2016-12-22 00:00:00,454,16,4,9551,3956
1596,2019-07-03 00:00:00,19,43,2,9442,1838
1597,2017-02-05 00:00:00,831,24,8,10030,5088
1598,2017-04-22 00:00:00,141,41,3,2665,666
1599,2017-11-06 00:00:00,57,48,10,4856,2420
1600,2019-08-04 00:00:00,159,29,2,2312,1230
1601,2018-04-20 00:00:00,773,34,8,2235,7056
1602,2019-11-25 00:00:00,807,12,4,1055,400
1603,2020-08-25 00:00:00,658,7,3,4009,2436
1604,2016-09-10 00:00:00,214,2,4,1565,1800
1605,2017-10-21 00:00:00,380,33,3,8656,21
1606,2018-08-02 00:00:00,135,42,10,6201,4400
1607,2020-05-06 00:00:00,183,35,7,8211,5488
1608,2017-01-12 00:00:00,62,33,5,8656,35
1609,2019-06-09 00:00:00,511,49,5,348,1215
1610,2018-09-17 00:00:00,954,43,10,9442,9190
1611,2016-09-19 00:00:00,630,20,9,4184,4185
1612,2017-11-15 00:00:00,677,25,8,4460,6216
1613,2020-04-01 00:00:00,8,48,9,4856,2178
1614,2017-03-15 00:00:00,635,1,3,4041,2409
1615,2019-06-20 00:00:00,628,38,3,9265,849
1616,2019-12-15 00:00:00,136,42,1,6201,440
1617,2019-03-27 00:00:00,118,19,6,9122,3648
1618,2019-10-21 00:00:00,559,9,9,8971,3222
1619,2020-03-16 00:00:00,563,21,8,1196,4128
1620,2018-03-15 00:00:00,363,32,4,9553,3960
1621,2020-05-06 00:00:00,103,47,3,8102,651
1622,2018-04-20 00:00:00,455,15,4,1118,2864
1623,2017-06-27 00:00:00,779,35,2,8211,1568
1624,2019-02-19 00:00:00,284,16,5,9551,4945
1625,2017-04-04 00:00:00,792,5,2,5857,448
1626,2016-11-06 00:00:00,226,35,5,8211,3920
1627,2019-12-25 00:00:00,780,19,3,9122,1824
1628,2018-08-01 00:00:00,85,36,8,4019,2368
1629,2017-11-13 00:00:00,229,37,2,8918,716
1630,2017-06-01 00:00:00,102,22,5,655,1020
1631,2019-01-03 00:00:00,455,48,1,4856,242
1632,2019-06-07 00:00:00,993,32,6,9553,5940
1633,2019-05-01 00:00:00,902,5,3,5857,672
1634,2019-11-08 00:00:00,837,15,8,1118,5728
1635,2018-12-22 00:00:00,257,11,2,4470,324
1636,2018-07-21 00:00:00,609,20,2,4184,930
1637,2016-09-08 00:00:00,151,3,7,2138,2667
1638,2018-02-14 00:00:00,883,26,9,4966,6696
1639,2017-01-27 00:00:00,667,12,3,1055,300
1640,2018-07-26 00:00:00,656,15,8,1118,5728
1641,2017-03-22 00:00:00,833,34,8,2235,7056
1642,2020-06-29 00:00:00,996,10,8,2863,3904
1643,2018-02-19 00:00:00,350,9,2,8971,716
1644,2019-02-02 00:00:00,262,49,4,348,972
1645,2017-07-15 00:00:00,242,38,6,9265,1698
1646,2018-04-28 00:00:00,226,24,6,10030,3816
1647,2020-08-17 00:00:00,662,32,10,9553,9900
1648,2017-05-05 00:00:00,620,43,10,9442,9190
1649,2018-03-30 00:00:00,836,2,5,1565,2250
1650,2019-12-10 00:00:00,421,1,2,4041,1606
1651,2018-03-07 00:00:00,251,16,5,9551,4945
1652,2018-09-11 00:00:00,561,18,3,5999,30
1653,2017-04-10 00:00:00,871,38,9,9265,2547
1654,2018-01-10 00:00:00,328,49,5,348,1215
1655,2017-08-11 00:00:00,253,2,7,1565,3150
1656,2019-03-10 00:00:00,340,3,7,2138,2667
1657,2018-01-03 00:00:00,96,34,5,2235,4410
1658,2016-12-18 00:00:00,746,22,2,655,408
1659,2018-07-20 00:00:00,280,30,9,9196,3762
1660,2018-03-11 00:00:00,757,9,3,8971,1074
1661,2020-05-20 00:00:00,906,30,2,9196,836
1662,2018-10-28 00:00:00,891,47,4,8102,868
1663,2017-04-27 00:00:00,448,34,8,2235,7056
1664,2017-02-22 00:00:00,11,13,4,10237,2512
1665,2020-08-19 00:00:00,211,49,6,348,1458
1666,2019-09-10 00:00:00,248,36,7,4019,2072
1667,2017-01-01 00:00:00,160,4,7,2778,5684
1668,2018-05-12 00:00:00,5,20,6,4184,2790
1669,2018-06-12 00:00:00,917,9,9,8971,3222
1670,2018-08-01 00:00:00,705,29,9,2312,5535
1671,2019-11-28 00:00:00,953,20,2,4184,930
1672,2019-07-16 00:00:00,503,38,3,9265,849
1673,2018-07-10 00:00:00,560,2,8,1565,3600
1674,2019-10-14 00:00:00,168,21,5,1196,2580
1675,2020-06-25 00:00:00,413,32,8,9553,7920
1676,2018-10-20 00:00:00,860,7,9,4009,7308
1677,2017-12-18 00:00:00,479,22,5,655,1020
1678,2017-12-19 00:00:00,298,10,4,2863,1952
1679,2020-02-19 00:00:00,512,19,5,9122,3040
1680,2018-01-29 00:00:00,562,28,1,919,602
1681,2017-05-11 00:00:00,567,6,4,5868,2292
1682,2020-06-10 00:00:00,447,19,4,9122,2432
1683,2017-11-17 00:00:00,838,48,1,4856,242
1684,2019-09-04 00:00:00,485,27,6,8329,510
1685,2018-03-01 00:00:00,805,36,9,4019,2664
1686,2019-11-13 00:00:00,880,41,9,2665,1998
1687,2020-02-09 00:00:00,920,6,8,5868,4584
1688,2017-07-16 00:00:00,578,14,8,8220,192
1689,2017-10-22 00:00:00,281,19,9,9122,5472
1690,2017-10-25 00:00:00,550,4,4,2778,3248
1691,2019-03-19 00:00:00,497,34,2,2235,1764
1692,2016-09-24 00:00:00,445,31,9,4203,8379
1693,2018-11-17 00:00:00,559,44,1,3899,44
1694,2018-01-15 00:00:00,127,27,3,8329,255
1695,2020-09-02 00:00:00,422,8,1,4074,971
1696,2017-02-11 00:00:00,550,50,6,9056,5496
1697,2017-10-08 00:00:00,685,49,9,348,2187
1698,2017-10-16 00:00:00,701,23,2,6407,1716
1699,2016-12-31 00:00:00,782,27,1,8329,85
1700,2017-01-05 00:00:00,19,8,5,4074,4855
1701,2019-09-09 00:00:00,845,15,4,1118,2864
1702,2018-02-11 00:00:00,656,44,8,3899,352
1703,2016-10-26 00:00:00,210,25,7,4460,5439
1704,2019-08-25 00:00:00,561,27,4,8329,340
1705,2017-10-16 00:00:00,846,22,7,655,1428
1706,2017-12-05 00:00:00,993,11,5,4470,810
1707,2019-09-03 00:00:00,549,39,6,10137,2448
1708,2016-12-12 00:00:00,649,46,4,2723,148
1709,2016-11-26 00:00:00,695,5,2,5857,448
1710,2020-06-10 00:00:00,400,18,9,5999,90
1711,2019-09-23 00:00:00,601,1,7,4041,5621
1712,2018-01-03 00:00:00,314,19,9,9122,5472
1713,2020-03-28 00:00:00,792,17,7,6338,2919
1714,2018-08-14 00:00:00,844,9,4,8971,1432
1715,2017-06-02 00:00:00,846,21,7,1196,3612
1716,2018-08-18 00:00:00,608,50,10,9056,9160
1717,2017-05-19 00:00:00,100,4,8,2778,6496
1718,2019-05-16 00:00:00,5,43,8,9442,7352
1719,2019-03-15 00:00:00,772,37,2,8918,716
1720,2019-01-01 00:00:00,706,27,5,8329,425
1721,2018-03-12 00:00:00,360,31,6,4203,5586
1722,2017-04-10 00:00:00,101,15,6,1118,4296
1723,2019-01-21 00:00:00,463,10,4,2863,1952
1724,2019-12-28 00:00:00,71,47,3,8102,651
1725,2018-04-29 00:00:00,419,15,10,1118,7160
1726,2017-08-30 00:00:00,22,41,3,2665,666
1727,2019-10-17 00:00:00,277,47,7,8102,1519
1728,2019-07-10 00:00:00,301,17,10,6338,4170
1729,2019-12-29 00:00:00,446,26,6,4966,4464
1730,2016-11-06 00:00:00,521,3,8,2138,3048
1731,2019-08-29 00:00:00,14,14,3,8220,72
1732,2017-06-18 00:00:00,258,17,6,6338,2502
1733,2020-01-06 00:00:00,877,30,5,9196,2090
1734,2018-09-27 00:00:00,744,45,1,3550,109
1735,2018-11-12 00:00:00,510,49,6,348,1458
1736,2018-09-30 00:00:00,566,48,8,4856,1936
1737,2016-09-30 00:00:00,169,31,4,4203,3724
1738,2017-03-24 00:00:00,204,34,5,2235,4410
1739,2018-06-28 00:00:00,587,12,4,1055,400
1740,2017-04-26 00:00:00,508,13,4,10237,2512
1741,2019-06-29 00:00:00,609,6,9,5868,5157
1742,2018-07-31 00:00:00,126,44,6,3899,264
1743,2020-08-11 00:00:00,585,24,4,10030,2544
1744,2016-12-28 00:00:00,811,2,6,1565,2700
1745,2017-05-06 00:00:00,407,2,5,1565,2250
1746,2019-04-24 00:00:00,950,34,2,2235,1764
1747,2016-10-17 00:00:00,296,7,1,4009,812
1748,2019-12-06 00:00:00,697,7,1,4009,812
1749,2020-01-27 00:00:00,422,28,9,919,5418
1750,2020-04-01 00:00:00,887,1,1,4041,803
1751,2017-03-20 00:00:00,63,29,7,2312,4305
1752,2016-11-23 00:00:00,175,37,3,8918,1074
1753,2019-11-09 00:00:00,659,38,8,9265,2264
1754,2017-02-14 00:00:00,453,13,4,10237,2512
1755,2019-04-07 00:00:00,690,48,2,4856,484
1756,2019-04-16 00:00:00,173,6,10,5868,5730
1757,2017-05-14 00:00:00,374,11,10,4470,1620
1758,2019-09-12 00:00:00,588,24,10,10030,6360
1759,2020-05-09 00:00:00,277,4,3,2778,2436
1760,2018-11-24 00:00:00,117,42,9,6201,3960
1761,2017-01-20 00:00:00,476,24,9,10030,5724
1762,2020-01-30 00:00:00,788,11,9,4470,1458
1763,2020-08-25 00:00:00,946,1,1,4041,803
1764,2018-06-10 00:00:00,634,44,8,3899,352
1765,2019-08-28 00:00:00,40,32,4,9553,3960
1766,2019-07-11 00:00:00,369,36,5,4019,1480
1767,2019-07-14 00:00:00,820,35,1,8211,784
1768,2018-06-11 00:00:00,331,12,6,1055,600
1769,2019-12-04 00:00:00,885,24,7,10030,4452
1770,2020-01-15 00:00:00,9,22,5,655,1020
1771,2016-10-07 00:00:00,11,15,6,1118,4296
1772,2019-08-26 00:00:00,994,20,4,4184,1860
1773,2017-05-25 00:00:00,629,49,7,348,1701
1774,2018-12-02 00:00:00,884,38,4,9265,1132
1775,2020-02-21 00:00:00,654,44,6,3899,264
1776,2017-10-04 00:00:00,448,45,4,3550,436
1777,2019-06-02 00:00:00,662,33,5,8656,35
1778,2017-03-08 00:00:00,622,23,9,6407,7722
1779,2018-12-03 00:00:00,113,1,7,4041,5621
1780,2018-05-17 00:00:00,271,28,7,919,4214
1781,2020-08-09 00:00:00,939,33,9,8656,63
1782,2018-07-21 00:00:00,794,30,1,9196,418
1783,2017-01-06 00:00:00,582,32,9,9553,8910
1784,2019-03-09 00:00:00,454,41,6,2665,1332
1785,2017-07-11 00:00:00,483,33,7,8656,49
1786,2019-07-08 00:00:00,138,40,10,7245,9150
1787,2017-10-03 00:00:00,788,47,6,8102,1302
1788,2019-07-13 00:00:00,245,33,7,8656,49
1789,2019-05-26 00:00:00,682,25,2,4460,1554
1790,2018-04-13 00:00:00,836,11,9,4470,1458
1791,2020-02-26 00:00:00,992,23,2,6407,1716
1792,2018-09-25 00:00:00,766,45,1,3550,109
1793,2019-01-08 00:00:00,913,11,7,4470,1134
1794,2018-07-06 00:00:00,126,8,4,4074,3884
1795,2019-02-12 00:00:00,349,42,7,6201,3080
1796,2019-10-28 00:00:00,403,8,6,4074,5826
1797,2019-07-31 00:00:00,473,42,7,6201,3080
1798,2020-07-23 00:00:00,176,1,8,4041,6424
1799,2017-09-15 00:00:00,969,10,5,2863,2440
1800,2018-08-11 00:00:00,995,20,4,4184,1860
1801,2020-03-27 00:00:00,789,23,1,6407,858
1802,2020-03-26 00:00:00,698,26,3,4966,2232
1803,2019-03-11 00:00:00,776,45,3,3550,327
1804,2020-03-01 00:00:00,252,7,10,4009,8120
1805,2017-02-28 00:00:00,915,5,1,5857,224
1806,2017-11-17 00:00:00,651,22,10,655,2040
1807,2016-09-12 00:00:00,598,4,1,2778,812
1808,2020-05-29 00:00:00,976,21,4,1196,2064
1809,2020-07-29 00:00:00,158,7,3,4009,2436
1810,2017-06-25 00:00:00,155,12,10,1055,1000
1811,2019-09-22 00:00:00,151,42,5,6201,2200
1812,2020-01-03 00:00:00,635,17,9,6338,3753
1813,2017-08-23 00:00:00,865,26,8,4966,5952
1814,2016-11-20 00:00:00,727,33,9,8656,63
1815,2018-07-19 00:00:00,583,8,5,4074,4855
1816,2019-02-06 00:00:00,562,47,6,8102,1302
1817,2019-01-06 00:00:00,484,24,2,10030,1272
