BillDetailID,OrderDate,CustomerID,ProductID,OrderQty
930,2017-11-13,1,1,10
931,2016-10-07,3,2,7
932,2018-09-20,24,23,1
933,2019-08-24,10,19,2
934,2018-03-17,24,3,3
935,2020-02-13,15,13,4
936,2019-11-30,25,4,1
937,2017-06-28,26,14,6
938,2017-03-08,3,4,6
939,2020-03-29,6,18,7
940,2019-08-23,16,10,1
941,2019-07-16,24,13,1
942,2016-12-12,18,23,2
943,2018-01-08,14,21,4
944,2017-12-09,15,23,7
945,2017-08-29,26,5,1
946,2016-12-22,10,21,1
947,2020-03-17,20,17,5
948,2017-07-23,20,7,9
949,2017-05-03,25,2,10
950,2016-10-20,18,9,2
951,2020-06-12,14,14,6
952,2020-01-22,26,20,6
953,2017-10-21,11,19,8
954,2019-10-19,15,10,3
955,2017-03-26,7,16,3
956,2020-05-23,29,12,2
957,2016-10-19,15,7,3
958,2017-01-20,3,23,3
959,2018-11-03,21,5,9
960,2019-09-19,30,21,6
961,2019-06-29,20,19,3
962,2017-03-19,7,19,4
963,2017-06-25,18,9,9
964,2019-12-24,6,11,9
965,2019-03-07,4,16,4
966,2017-04-17,15,15,6
967,2020-02-21,22,21,5
968,2019-11-20,30,15,3
969,2017-05-13,6,9,9
970,2018-10-07,2,17,2
971,2019-03-26,22,15,10
972,2020-08-17,8,18,7
973,2018-06-26,8,12,2
974,2018-05-20,13,2,5
975,2019-10-31,23,16,7
976,2020-07-20,4,13,1
977,2017-12-12,22,18,7
978,2017-04-11,4,16,7
979,2016-10-02,4,3,5
980,2017-09-29,7,15,5
981,2020-04-05,21,15,5
982,2018-11-01,30,9,6
983,2020-08-26,10,3,10
984,2017-06-29,7,12,9
985,2019-09-25,19,22,7
986,2018-09-13,5,8,6
987,2017-02-28,20,14,9
988,2018-02-12,1,11,8
989,2019-07-18,12,10,6
990,2018-11-16,23,14,2
991,2019-01-29,18,13,2
992,2017-01-19,18,10,9
993,2020-04-05,22,9,1
994,2017-04-10,19,9,4
995,2020-02-18,20,5,3
996,2019-08-02,26,4,1
997,2018-02-02,14,4,2
998,2018-09-23,19,3,4
999,2018-10-01,26,17,7
1000,2019-08-16,23,18,8
1001,2017-06-03,6,3,1
1002,2019-08-18,4,9,3
1003,2020-03-20,8,23,1
1004,2018-04-01,26,2,9
1005,2019-06-08,16,21,3
1006,2017-03-23,12,23,6
1007,2017-03-15,7,6,1
1008,2018-09-13,23,20,9
1009,2019-04-25,17,18,10
1010,2016-11-30,4,19,2
1011,2020-06-01,4,8,6
1012,2018-08-27,15,23,7
1013,2019-01-18,6,4,4
1014,2020-02-23,12,7,6
1015,2018-07-09,21,5,4
1016,2017-12-20,1,9,2
1017,2018-09-26,18,13,4
1018,2017-07-19,10,16,8
1019,2020-04-14,9,22,10
1020,2016-12-11,27,19,4
1021,2020-01-29,8,18,9
1022,2018-01-20,22,21,8
1023,2018-11-02,8,5,1
1024,2019-03-03,18,7,1
1025,2019-01-21,16,4,10
1026,2020-01-09,4,9,2
1027,2017-10-28,5,8,1
1028,2020-05-14,4,10,3
1029,2020-03-29,17,6,2
1030,2019-07-25,7,19,4
1031,2017-07-11,8,21,6
1032,2016-09-16,6,6,9
1033,2017-03-17,27,15,8
1034,2019-08-19,7,9,1
1035,2020-06-11,12,13,1
1036,2019-07-07,4,21,6
1037,2019-03-06,3,8,1
1038,2017-07-07,29,9,3
1039,2018-11-14,2,23,7
1040,2017-01-09,20,3,7
1041,2016-09-26,6,8,7
1042,2017-07-27,21,19,7
1043,2017-03-21,19,21,3
1044,2016-10-02,24,22,5
1045,2016-09-18,11,20,3
1046,2018-10-25,15,22,7
1047,2017-04-15,30,2,1
1048,2019-02-24,11,12,2
1049,2020-07-30,16,16,3
1050,2019-09-12,19,4,5
1051,2018-03-19,14,6,5
1052,2018-11-29,4,12,6
1053,2016-09-19,29,9,10
1054,2017-05-23,13,15,7
1055,2017-03-30,19,6,10
1056,2020-05-10,12,1,10
1057,2019-04-22,19,6,7
1058,2017-05-26,27,9,10
1059,2017-04-09,25,17,6
1060,2018-01-30,3,12,5
1061,2020-07-08,30,2,8
1062,2017-12-28,9,2,3
1063,2019-11-30,24,7,10
1064,2020-05-10,4,19,3
1065,2018-11-02,7,13,1
1066,2020-05-12,2,20,7
1067,2019-03-08,30,4,1
1068,2019-03-17,19,19,10
1069,2018-04-30,1,2,8
1070,2016-09-13,10,9,5
1071,2017-02-23,4,9,2
1072,2019-01-19,18,3,10
1073,2016-12-21,25,7,9
1074,2018-06-26,25,12,7
1075,2019-06-06,8,12,9
1076,2016-09-06,27,4,4
1077,2018-07-18,2,13,8
1078,2017-06-06,8,5,5
1079,2019-11-15,30,9,8
1080,2017-11-13,5,9,2
1081,2017-04-08,28,19,10
1082,2017-04-19,11,5,8
1083,2019-01-14,1,9,8
1084,2019-08-15,12,19,2
1085,2018-03-02,19,15,1
1086,2017-05-01,7,11,6
1087,2018-02-24,8,1,6
1088,2020-05-31,15,18,5
1089,2018-06-04,13,12,8
1090,2020-06-16,8,17,1
1091,2019-04-20,8,2,5
1092,2020-05-03,29,23,1
1093,2018-03-19,8,8,6
1094,2018-11-09,30,19,5
1095,2018-05-28,1,13,2
1096,2018-06-25,17,23,10
1097,2017-01-05,23,8,5
1098,2019-03-16,8,19,5
1099,2018-10-07,25,17,6
1100,2018-11-08,4,14,9
